a,b,relationship,weight
NDAQ,GRMN,pearson,653.0336072580398
NDAQ,GS,pearson,832.8664755982835
NDAQ,HAL,pearson,684.5266134787367
NDAQ,HBAN,pearson,805.2376443396399
NDAQ,HES,pearson,643.1971457873352
NDAQ,HIG,pearson,674.8055937903229
NDAQ,HLT,pearson,756.7890066562163
NDAQ,HON,pearson,656.3760173510951
NDAQ,HPE,pearson,667.3113793210177
NDAQ,HST,pearson,664.1208673678317
NDAQ,HWM,pearson,782.004788065924
NDAQ,ICE,pearson,692.120367929516
NDAQ,INVH,pearson,601.296326458216
NDAQ,IP,pearson,700.1764385273124
NDAQ,IQV,pearson,608.6522187949745
NDAQ,IR,pearson,696.4660425623013
NDAQ,ISRG,pearson,712.8925524352838
NDAQ,ITW,pearson,694.4652983907981
NDAQ,IVZ,pearson,727.5125902883887
NDAQ,J,pearson,763.8392103447716
NDAQ,JBL,pearson,684.6854323603294
NDAQ,JCI,pearson,726.2834420798905
NDAQ,JPM,pearson,825.2945629589708
NDAQ,KEY,pearson,723.2909885060787
NDAQ,KEYS,pearson,674.4668830962505
NDAQ,KIM,pearson,748.7678346604374
NDAQ,KKR,pearson,757.6204447842737
NDAQ,KLAC,pearson,708.5084766367914
NDAQ,L,pearson,693.1504411306933
NDAQ,LH,pearson,617.5625477792971
NDAQ,LIN,pearson,659.6120743959192
NDAQ,LLY,pearson,617.9736270622232
NDAQ,LRCX,pearson,700.039084793697
NDAQ,LUV,pearson,673.7194343712098
NDAQ,LYB,pearson,635.4326769442217
NDAQ,LYV,pearson,711.5421536462942
NDAQ,MA,pearson,796.1057778629647
NDAQ,MAA,pearson,646.4209218238077
NDAQ,MAR,pearson,752.5101225050482
NDAQ,MAS,pearson,622.8722322641332
NDAQ,MCHP,pearson,664.1050468783986
NDAQ,MCO,pearson,870.6117568620384
NDAQ,MET,pearson,853.0317470867453
NDAQ,META,pearson,674.1599927205281
NDAQ,MGM,pearson,635.0680523292548
NDAQ,MHK,pearson,655.3728037016947
NDAQ,MLM,pearson,625.2396660441171
NDAQ,MMM,pearson,830.0383604636205
NDAQ,MS,pearson,837.0309242325293
NDAQ,MSCI,pearson,757.7970407874883
NDAQ,MSI,pearson,644.8295142075456
NDAQ,MTB,pearson,725.0764281454583
NDAQ,MTD,pearson,643.2373039675226
NDAQ,MU,pearson,612.8703550866633
NDSN,A,pearson,713.402701005397
NDSN,AAPL,pearson,769.3357234477796
NDSN,ACGL,pearson,612.7394395701037
NDSN,ACN,pearson,636.6709012807407
NDSN,ADI,pearson,720.1332651307152
NDSN,ADP,pearson,671.4871024345327
NDSN,ADSK,pearson,629.953750988387
NDSN,AFL,pearson,610.0605216899216
NDSN,AIG,pearson,643.4995922296172
NDSN,AIZ,pearson,685.7398684544828
NDSN,ALB,pearson,704.6835156266392
NDSN,ALGN,pearson,634.02513837758
NDSN,ALLE,pearson,713.5859321356417
NDSN,AMAT,pearson,630.7963227959448
NDSN,AMCR,pearson,692.2601554914112
NDSN,AMD,pearson,680.0981464225597
NDSN,AME,pearson,743.7700313498704
NDSN,AMP,pearson,691.1088532041681
NDSN,AMZN,pearson,707.7495751858719
NDSN,ANSS,pearson,673.3110089334666
NDSN,AOS,pearson,693.232019143496
NDSN,APA,pearson,737.3828219346749
NDSN,APD,pearson,726.345323121385
NDSN,APO,pearson,675.5346625971797
NDSN,APTV,pearson,737.0858607798175
NDSN,ARE,pearson,733.9565873967915
NDSN,AVB,pearson,759.4430776183542
NDSN,AVY,pearson,658.086277649347
NDSN,AXP,pearson,759.4480502468133
NDSN,BA,pearson,608.31495515009
NDSN,BAC,pearson,649.1945731497718
NDSN,BALL,pearson,612.6552699645546
NDSN,BAX,pearson,693.7729074989991
NDSN,BBY,pearson,691.1025519442517
NDSN,BEN,pearson,740.4393257242508
NDSN,BK,pearson,734.7457965450367
NDSN,BKNG,pearson,620.2783354112739
NDSN,BKR,pearson,662.596997977694
NDSN,BLDR,pearson,702.515244055993
NDSN,BLK,pearson,798.3963918024666
NDSN,BR,pearson,754.4681151389393
NDSN,BRK-B,pearson,653.9164581519236
NDSN,BX,pearson,693.0246381685619
NDSN,BXP,pearson,797.6471243437461
NDSN,C,pearson,685.2248512953716
NDSN,CAH,pearson,612.5528618825468
NDSN,CARR,pearson,782.4084548340629
NDSN,CAT,pearson,776.7691866703848
NDSN,CBRE,pearson,673.6277662274397
NDSN,CCL,pearson,604.0411277029605
NDSN,CDW,pearson,690.1058460201432
NDSN,CFG,pearson,723.927353836999
NDSN,CHRW,pearson,653.7589601368703
NDSN,CMI,pearson,683.6704868452174
NDSN,COF,pearson,616.651779881777
NDSN,COP,pearson,692.7039911532213
NDSN,CPAY,pearson,777.1465209764799
NDSN,CPRT,pearson,662.1532863094432
NDSN,CPT,pearson,692.4024448077879
NDSN,CSCO,pearson,741.4896982240289
NDSN,CSGP,pearson,719.6444615894595
NDSN,CSX,pearson,832.6583605868286
NDSN,CTAS,pearson,699.7197528393672
NDSN,CTSH,pearson,749.2615136882828
NDSN,CTVA,pearson,716.9795961628345
NDSN,CVX,pearson,706.6063557510712
NDSN,CZR,pearson,644.8129146702335
NDSN,DAL,pearson,683.4462755322133
NDSN,DAY,pearson,688.6103809317896
NDSN,DD,pearson,806.7331686571824
NDSN,DE,pearson,777.3603786166892
NDSN,DHR,pearson,645.8020005764472
NDSN,DIS,pearson,728.5306541828929
NDSN,DOC,pearson,723.1148798098012
NDSN,DOV,pearson,771.3517966497533
NDSN,DOW,pearson,800.360601864394
NDSN,DRI,pearson,649.1896417042166
NDSN,DVN,pearson,720.6495327626427
NDSN,ECL,pearson,646.6793267553365
NDSN,EFX,pearson,725.4421846529336
NDSN,EG,pearson,667.6362371495967
NDSN,EL,pearson,624.7083110128975
NDSN,EMN,pearson,811.5455344562475
NDSN,EMR,pearson,800.5048205573479
NDSN,EOG,pearson,739.8484954898942
NDSN,EQR,pearson,768.653305656116
NDSN,ESS,pearson,714.6722540674322
NDSN,EXPD,pearson,785.8817231076177
NDSN,EXR,pearson,735.7010353458414
NDSN,F,pearson,701.6656410921818
NDSN,FANG,pearson,698.107471852931
NDSN,FAST,pearson,697.8778606849239
NDSN,FCX,pearson,649.2418862379272
NDSN,FDS,pearson,765.716591890104
NDSN,FDX,pearson,740.7006977210315
NDSN,FI,pearson,634.1604755707384
NDSN,FITB,pearson,771.8608338317526
NDSN,FOX,pearson,712.418112921777
NDSN,FOXA,pearson,701.4708184854258
NDSN,FRT,pearson,734.3662836389046
NDSN,FTNT,pearson,667.1442890440677
NDSN,FTV,pearson,810.8156640050498
NDSN,GD,pearson,676.8117336966872
NDSN,GE,pearson,654.6452619838172
NDSN,GEHC,pearson,698.1728150892341
NDSN,GEN,pearson,754.241146089177
NDSN,GL,pearson,730.6279880946962
NDSN,GNRC,pearson,665.4095819095422
NDSN,GPC,pearson,681.7736779225345
NDSN,GPN,pearson,791.5406622939665
NDSN,GRMN,pearson,618.7512343813411
NDSN,GS,pearson,722.757690794126
NDSN,GWW,pearson,708.1667309150723
NDSN,HAL,pearson,810.782728300893
NDSN,HAS,pearson,672.4204440900371
NDSN,HBAN,pearson,764.3588177765497
NDSN,HD,pearson,729.0486652902048
NDSN,HES,pearson,745.6039317359277
NDSN,HIG,pearson,640.2501531457983
NDSN,HLT,pearson,693.7809322811664
NDSN,HON,pearson,791.9158964659123
NDSN,HPQ,pearson,758.8020191533251
NDSN,HSIC,pearson,628.9022057446822
NDSN,HST,pearson,825.1159094168617
NDSN,HWM,pearson,616.3241078855664
NDSN,IEX,pearson,679.4545958865035
NDSN,IFF,pearson,765.7726450867754
NDSN,INVH,pearson,640.5275258075328
NDSN,IP,pearson,637.2683352529476
NDSN,IPG,pearson,751.1342008299393
NDSN,IQV,pearson,641.2999491452774
NDSN,IR,pearson,817.7351516959413
NDSN,IT,pearson,694.2768463253287
NDSN,ITW,pearson,896.0173281136338
NDSN,IVZ,pearson,653.9800070800429
NDSN,J,pearson,758.860095872066
NDSN,JBHT,pearson,716.793717320757
NDSN,JBL,pearson,611.4163824577162
NDSN,JCI,pearson,602.4805432312219
NDSN,JPM,pearson,682.2206327676438
NDSN,KEY,pearson,695.9284832776913
NDSN,KEYS,pearson,757.0500005446695
NDSN,KIM,pearson,797.7996204718643
NDSN,KLAC,pearson,708.6709913195923
NDSN,KMX,pearson,616.0518849095217
NDSN,L,pearson,636.0813398059043
NDSN,LEN,pearson,658.5452841217907
NDSN,LH,pearson,688.6594824422864
NDSN,LHX,pearson,686.0809703299419
NDSN,LII,pearson,694.4077219613158
NDSN,LIN,pearson,755.8664723261055
NDSN,LKQ,pearson,720.5448377267921
NDSN,LOW,pearson,735.5687780127871
NDSN,LRCX,pearson,705.1555982688104
NDSN,LUV,pearson,604.0831916495814
NDSN,LYB,pearson,845.4737900975354
NDSN,MA,pearson,752.0561676729612
NDSN,MAA,pearson,653.2345412686913
NDSN,MAR,pearson,721.7616671087293
NDSN,MAS,pearson,879.4337550954303
NDSN,MCHP,pearson,735.0231749170895
NDSN,MCO,pearson,770.7427256198001
NDSN,MET,pearson,798.6116072420607
NDSN,META,pearson,642.5757291698013
NDSN,MGM,pearson,645.5934726104043
NDSN,MHK,pearson,810.8670437484025
NDSN,MLM,pearson,651.6978948775246
NDSN,MMM,pearson,726.8732566363725
NDSN,MPC,pearson,695.1070834846311
NDSN,MPWR,pearson,605.1312631728032
NDSN,MS,pearson,677.5729549856458
NDSN,MSCI,pearson,755.9843509631175
NDSN,MTB,pearson,749.8582371426403
NDSN,MTCH,pearson,667.1357785612715
NDSN,MTD,pearson,732.7322272974423
NDSN,MU,pearson,601.7770177721904
NDSN,NCLH,pearson,617.4578110038443
NDSN,NDAQ,pearson,708.7679129192742
NEE,AEE,pearson,661.4726802803991
NEE,AEP,pearson,691.9796174277676
NEE,AWK,pearson,607.1555927534991
NEE,CMS,pearson,737.5694370594484
NEE,CNP,pearson,632.4430912631086
NEE,D,pearson,736.3774335049218
NEE,DOC,pearson,603.0556462699583
NEE,DTE,pearson,656.2106934103485
NEE,DUK,pearson,662.332089446436
NEE,ES,pearson,657.5082678467558
NEE,KHC,pearson,633.7314914980221
NEE,KMB,pearson,679.876348822048
NEE,LNT,pearson,704.8683192003381
NEE,MO,pearson,610.2758967352146
NEM,CPRT,pearson,613.2225544284361
NEM,FCX,pearson,632.680274996032
NFLX,ADSK,pearson,680.2900815602102
NFLX,AME,pearson,603.1930401160564
NFLX,AMZN,pearson,682.7008788243421
NFLX,APH,pearson,626.1446221201711
NFLX,APO,pearson,652.995884717383
NFLX,AXP,pearson,620.8769469374579
NFLX,BKNG,pearson,600.1227682155687
NFLX,BSX,pearson,673.1261466638978
NFLX,BX,pearson,644.1622710767978
NFLX,CBRE,pearson,636.7652928252013
NFLX,COF,pearson,663.6473191915699
NFLX,CRM,pearson,635.5591720516112
NFLX,CRWD,pearson,674.9977457403327
NFLX,DASH,pearson,765.0732099276009
NFLX,EQIX,pearson,642.4727095933956
NFLX,FTNT,pearson,680.6128898505507
NFLX,GE,pearson,664.3831433995362
NFLX,GLW,pearson,602.0535885027919
NFLX,GS,pearson,645.3164214765015
NFLX,HWM,pearson,640.2156620613639
NFLX,ISRG,pearson,742.9501065608306
NFLX,META,pearson,724.90766109278
NFLX,MPWR,pearson,612.4446199634061
NFLX,MSFT,pearson,666.7548139154374
NFLX,NDAQ,pearson,618.0616377388869
NI,ADP,pearson,657.2998646958767
NI,AEE,pearson,751.7371395443271
NI,APO,pearson,633.595934501185
NI,ATO,pearson,660.905778167126
NI,AVB,pearson,637.7126083187791
NI,BK,pearson,602.388305507792
NI,BKR,pearson,685.6596574349783
NI,BRK-B,pearson,601.856348468189
NI,BRO,pearson,624.0787666698508
NI,BSX,pearson,654.0452371407847
NI,CNP,pearson,645.17231854365
NI,CPAY,pearson,646.3895650908889
NI,CSCO,pearson,602.2203984163615
NI,CTAS,pearson,614.2384058731277
NI,CTRA,pearson,601.2977546015452
NI,DD,pearson,616.8417197965325
NI,DOV,pearson,645.8252036361483
NI,DTE,pearson,628.0950525630765
NI,EQIX,pearson,624.1385633796763
NI,EQR,pearson,627.8850066475939
NI,EQT,pearson,680.7784512469917
NI,ESS,pearson,668.4727921056315
NI,ETR,pearson,830.6732882218066
NI,EVRG,pearson,725.1475162732617
NI,EXE,pearson,652.0635861508822
NI,FI,pearson,713.3808419158839
NI,GE,pearson,608.6332362023227
NI,GEHC,pearson,607.2747681227729
NI,GL,pearson,630.3994439150523
NI,HIG,pearson,626.1060377883211
NI,HWM,pearson,650.6780336452939
NI,J,pearson,618.3241073131289
NI,JCI,pearson,614.7319987395879
NI,JPM,pearson,609.1108728004232
NI,KMI,pearson,782.545928640242
NI,L,pearson,624.8105025898276
NI,LNT,pearson,655.515809228648
NI,MA,pearson,642.6016835522163
NI,MCO,pearson,676.6644660250253
NI,MET,pearson,609.9303710420807
NI,MMM,pearson,644.3500370658566
NI,MS,pearson,611.5339543541274
NI,NDAQ,pearson,689.7068068220385
NKE,BAX,pearson,605.3971026477878
NKE,BBY,pearson,628.9667477792289
NKE,CPAY,pearson,616.561242999377
NKE,CSX,pearson,641.7755635966655
NKE,DIS,pearson,614.1787880674684
NKE,EMN,pearson,602.4655251875491
NKE,EXPD,pearson,743.4760242698616
NKE,F,pearson,620.0119777702128
NKE,FDX,pearson,609.7320716724374
NKE,FOX,pearson,619.1691848223013
NKE,FOXA,pearson,643.0178241975644
NKE,FTV,pearson,657.8009625819624
NKE,HAS,pearson,614.3154672099573
NKE,HPQ,pearson,675.0950970302545
NKE,HST,pearson,655.6589612845116
NKE,IR,pearson,607.6392744637002
NKE,JBHT,pearson,604.5741583784967
NKE,LULU,pearson,613.2149613443768
NKE,LYB,pearson,628.7089249130663
NKE,MAS,pearson,655.1624338008231
NKE,MCHP,pearson,601.076728717692
NKE,NDSN,pearson,670.7125873903209
NOC,GD,pearson,721.8027873251398
NOC,LHX,pearson,761.6413484158278
NOC,LMT,pearson,718.5141148380446
NOW,ADSK,pearson,618.3055525152199
NOW,AMP,pearson,769.6168298875328
NOW,AMZN,pearson,721.5706823089106
NOW,APO,pearson,659.7142016278405
NOW,AXP,pearson,649.0506106773195
NOW,BSX,pearson,618.7262287680082
NOW,BX,pearson,778.89865453588
NOW,CAT,pearson,640.629797706608
NOW,CMCSA,pearson,680.2010064691667
NOW,COF,pearson,661.3644887445496
NOW,CPAY,pearson,600.3739516811886
NOW,CRM,pearson,784.1066715160621
NOW,CRWD,pearson,710.723376424886
NOW,DFS,pearson,613.8832752930476
NOW,FICO,pearson,626.148846581174
NOW,FTNT,pearson,675.0641659432908
NOW,GS,pearson,636.2121183579908
NOW,HWM,pearson,647.80385412075
NOW,ISRG,pearson,670.3785924645134
NOW,IVZ,pearson,613.2594319075075
NOW,KKR,pearson,647.3217857186785
NOW,META,pearson,652.139523865902
NOW,MS,pearson,623.1122762541902
NOW,MSCI,pearson,606.0044334343844
NOW,MSFT,pearson,839.3999596296043
NOW,NFLX,pearson,653.0399501642382
NRG,ADSK,pearson,621.8801420758172
NRG,ALGN,pearson,602.6512757079925
NRG,AMAT,pearson,702.6771337575874
NRG,AMD,pearson,669.9949015207856
NRG,AME,pearson,638.199590893398
NRG,AMZN,pearson,626.1290561879945
NRG,ANET,pearson,750.1560599434606
NRG,ANSS,pearson,694.4157817194733
NRG,APH,pearson,774.7924664427079
NRG,APO,pearson,751.1658769964716
NRG,AVGO,pearson,784.2060911567894
NRG,AXP,pearson,690.1613176774308
NRG,BKR,pearson,660.7140299825408
NRG,BX,pearson,668.739612085746
NRG,C,pearson,634.0528164124233
NRG,CBRE,pearson,630.1120546151365
NRG,CDNS,pearson,740.8248983844561
NRG,CEG,pearson,842.1818765709164
NRG,CFG,pearson,628.0562553061282
NRG,CMI,pearson,719.5914248298603
NRG,COF,pearson,633.3276086824224
NRG,CPAY,pearson,653.976227264913
NRG,CRWD,pearson,710.7593076663077
NRG,CSCO,pearson,673.6074995937576
NRG,CTRA,pearson,615.3695757013553
NRG,DASH,pearson,660.152461220372
NRG,DELL,pearson,776.2153129270192
NRG,DFS,pearson,601.1602498949364
NRG,DLR,pearson,768.3914355458884
NRG,DOV,pearson,681.2211200051905
NRG,DXCM,pearson,621.4467950010988
NRG,EMR,pearson,641.4588175806819
NRG,EQIX,pearson,720.7770745597157
NRG,EQT,pearson,763.0044522763753
NRG,ETN,pearson,828.225714507082
NRG,ETR,pearson,630.1106450914983
NRG,EXE,pearson,666.5883786504286
NRG,FCX,pearson,648.2393385009121
NRG,FFIV,pearson,627.4668741212586
NRG,FTNT,pearson,709.1313148554558
NRG,FTV,pearson,675.9584779827792
NRG,GE,pearson,639.4258232314436
NRG,GEV,pearson,845.8335672016748
NRG,GLW,pearson,754.8918133874197
NRG,GS,pearson,682.7362156818185
NRG,HBAN,pearson,626.2488216672335
NRG,HPE,pearson,690.8984910898432
NRG,HUBB,pearson,768.1261602611995
NRG,HWM,pearson,753.8962276932367
NRG,INTU,pearson,638.7537236839341
NRG,IRM,pearson,632.4331825254512
NRG,ISRG,pearson,684.4220933428052
NRG,J,pearson,632.4353942704034
NRG,JBL,pearson,816.7818030511828
NRG,JCI,pearson,694.7120763047641
NRG,KKR,pearson,668.9151673019647
NRG,KLAC,pearson,771.5652369017706
NRG,KMI,pearson,737.6127651201962
NRG,LRCX,pearson,742.6015247510163
NRG,META,pearson,604.5114432445894
NRG,MPWR,pearson,680.3884573639539
NRG,MS,pearson,657.6858135733801
NRG,MU,pearson,804.3196326645325
NRG,NI,pearson,623.6813770357486
NSC,AAPL,pearson,641.7029955086781
NSC,ADP,pearson,621.1078274258945
NSC,AIG,pearson,660.4550538004262
NSC,AIZ,pearson,635.6015366798646
NSC,ALLE,pearson,663.3840044840241
NSC,AMCR,pearson,644.4535229246374
NSC,AME,pearson,658.6821604034878
NSC,AMP,pearson,672.2433282425407
NSC,APA,pearson,669.0241276967753
NSC,APD,pearson,633.5927000527365
NSC,APO,pearson,622.4435227244462
NSC,APTV,pearson,688.3172738503317
NSC,ARE,pearson,665.69213429106
NSC,AVB,pearson,703.9740389141656
NSC,AVY,pearson,645.5263449777418
NSC,AXP,pearson,711.2039187245114
NSC,BAC,pearson,705.6425966102489
NSC,BAX,pearson,679.9005458104999
NSC,BBY,pearson,708.4055674985781
NSC,BEN,pearson,624.4408770452867
NSC,BK,pearson,690.8134096291467
NSC,BKR,pearson,627.1634932788438
NSC,BLDR,pearson,614.4914199696302
NSC,BLK,pearson,679.5585493651992
NSC,BR,pearson,726.7418342444387
NSC,BRK-B,pearson,603.3996878496862
NSC,BX,pearson,634.382231748873
NSC,BXP,pearson,644.756615604608
NSC,C,pearson,679.1404355281674
NSC,CAH,pearson,616.3129888927414
NSC,CARR,pearson,656.1881641102611
NSC,CAT,pearson,729.137948999344
NSC,CBRE,pearson,614.4082061556145
NSC,CDW,pearson,611.4491608203833
NSC,CFG,pearson,687.1047322332961
NSC,CHRW,pearson,671.1529016648292
NSC,CMI,pearson,636.8474443969409
NSC,COP,pearson,651.8341296280522
NSC,CPAY,pearson,758.1475463496747
NSC,CPT,pearson,645.7975237125187
NSC,CSCO,pearson,658.1863376691217
NSC,CSX,pearson,922.9351709406684
NSC,CTAS,pearson,619.3256833155339
NSC,CTSH,pearson,645.9161541496419
NSC,CTVA,pearson,711.0715284917169
NSC,CVX,pearson,650.1478061986838
NSC,DAL,pearson,613.1851040649336
NSC,DD,pearson,776.2931337546906
NSC,DE,pearson,679.7213951026818
NSC,DIS,pearson,678.0068616325916
NSC,DOC,pearson,664.0072257126639
NSC,DOV,pearson,712.0265210639276
NSC,DOW,pearson,733.2053831287083
NSC,DRI,pearson,635.1608050778046
NSC,DVN,pearson,620.4505603512614
NSC,ECL,pearson,617.3128488346301
NSC,EFX,pearson,666.8161324530698
NSC,EMN,pearson,718.4684992579504
NSC,EMR,pearson,749.7386778768799
NSC,EOG,pearson,637.5644243428814
NSC,EQR,pearson,734.8819412228332
NSC,ESS,pearson,662.9754004466304
NSC,EXPD,pearson,769.219340296859
NSC,EXR,pearson,652.7878819886233
NSC,F,pearson,652.1003045228044
NSC,FANG,pearson,650.1999991498886
NSC,FDS,pearson,660.9096470668496
NSC,FDX,pearson,723.7741596211264
NSC,FI,pearson,642.5782177986478
NSC,FITB,pearson,725.1280787344119
NSC,FOX,pearson,692.7380545090259
NSC,FOXA,pearson,674.5572157931932
NSC,FRT,pearson,681.2174597521654
NSC,FTV,pearson,740.1000633500919
NSC,GE,pearson,626.2106682943048
NSC,GEHC,pearson,681.3653370556643
NSC,GEN,pearson,655.9381260395801
NSC,GL,pearson,674.1969314975968
NSC,GPC,pearson,603.8303624199834
NSC,GPN,pearson,701.2595079028348
NSC,GS,pearson,658.0651651985106
NSC,GWW,pearson,645.5844389612747
NSC,HAL,pearson,741.3481175701514
NSC,HAS,pearson,653.648958949481
NSC,HBAN,pearson,732.193634192132
NSC,HD,pearson,708.5847191569231
NSC,HES,pearson,687.4914278500181
NSC,HLT,pearson,621.6263850649138
NSC,HON,pearson,741.2449797739638
NSC,HPQ,pearson,663.2933710162322
NSC,HST,pearson,708.4513882405455
NSC,IFF,pearson,730.0291939007279
NSC,IPG,pearson,647.0877262058384
NSC,IR,pearson,735.9915601699661
NSC,ITW,pearson,824.693087065452
NSC,J,pearson,669.3630413588216
NSC,JBHT,pearson,709.5042133186006
NSC,JPM,pearson,671.2590702828344
NSC,KEY,pearson,612.1030115430657
NSC,KEYS,pearson,670.9544009642359
NSC,KIM,pearson,778.9762737464548
NSC,KLAC,pearson,611.7309569065253
NSC,KMX,pearson,607.1487377136413
NSC,LHX,pearson,634.8057016818932
NSC,LIN,pearson,653.2080404865329
NSC,LKQ,pearson,617.6529106175674
NSC,LOW,pearson,721.5985305617696
NSC,LRCX,pearson,608.6382208773489
NSC,LYB,pearson,737.6936454208798
NSC,MA,pearson,703.8275713102902
NSC,MAR,pearson,633.0885980624988
NSC,MAS,pearson,803.7174228083074
NSC,MCO,pearson,748.6943706514477
NSC,MET,pearson,776.7720501069425
NSC,MHK,pearson,734.6476048343852
NSC,MMM,pearson,712.88287681896
NSC,MPC,pearson,720.095180241509
NSC,MS,pearson,649.8059317040079
NSC,MSCI,pearson,643.575282014125
NSC,MTB,pearson,740.7697482157042
NSC,MTD,pearson,614.0690620055711
NSC,NDAQ,pearson,688.1088014891277
NSC,NDSN,pearson,861.760313211584
NSC,NKE,pearson,647.6095014792141
NTAP,ADSK,pearson,643.8303867457729
NTAP,DELL,pearson,731.7893780304313
NTAP,HPQ,pearson,727.9132132997278
NTAP,JBL,pearson,632.463041823611
NTAP,KLAC,pearson,627.1529952964758
NTAP,LRCX,pearson,622.5102333561948
NTAP,MPWR,pearson,611.4774895453777
NTRS,A,pearson,675.757836815675
NTRS,AAPL,pearson,752.3435272591039
NTRS,ADI,pearson,744.598656542482
NTRS,ADP,pearson,666.2520388208901
NTRS,ADSK,pearson,655.4364461036531
NTRS,AIG,pearson,606.5340192630281
NTRS,AIZ,pearson,649.6149159665559
NTRS,ALB,pearson,618.5539252120359
NTRS,ALGN,pearson,612.5825326613755
NTRS,AMAT,pearson,612.8284480561372
NTRS,AMD,pearson,645.005957071053
NTRS,AME,pearson,728.513732988347
NTRS,AMP,pearson,844.4008636879206
NTRS,AMZN,pearson,686.7225988317963
NTRS,ANSS,pearson,694.0897254813493
NTRS,APA,pearson,674.6152139939467
NTRS,APD,pearson,646.54349991376
NTRS,APO,pearson,783.0978482915568
NTRS,APTV,pearson,732.406536001185
NTRS,ARE,pearson,630.8181116580747
NTRS,AVB,pearson,727.8105183729857
NTRS,AXP,pearson,893.1745204701606
NTRS,BA,pearson,712.1628483444774
NTRS,BAC,pearson,818.2949532445729
